Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_STATE,Geo_COUNTY,Geo_TRACT,TotPop,MalePop,FemalePop,AvgHHSize,MedianHHIncome
36081012601,14000US36081012601,"Census Tract 126.01, Queens County, New York","Census Tract 126.01, Queens County, New York",ny,140,0,ACSSF,6619,36,81,12601,2889,1561,1328,3.94,70179
36081012602,14000US36081012602,"Census Tract 126.02, Queens County, New York","Census Tract 126.02, Queens County, New York",ny,140,0,ACSSF,6620,36,81,12602,2736,1303,1433,3.74,64000
36081012800,14000US36081012800,"Census Tract 128, Queens County, New York","Census Tract 128, Queens County, New York",ny,140,0,ACSSF,6621,36,81,12800,2357,999,1358,3.43,63490
36081013000,14000US36081013000,"Census Tract 130, Queens County, New York","Census Tract 130, Queens County, New York",ny,140,0,ACSSF,6622,36,81,13000,1598,873,725,2.84,63409
36081013200,14000US36081013200,"Census Tract 132, Queens County, New York","Census Tract 132, Queens County, New York",ny,140,0,ACSSF,6623,36,81,13200,2456,1089,1367,3.99,66250
36081013400,14000US36081013400,"Census Tract 134, Queens County, New York","Census Tract 134, Queens County, New York",ny,140,0,ACSSF,6624,36,81,13400,5719,2793,2926,2.2,63448
36081013500,14000US36081013500,"Census Tract 135, Queens County, New York","Census Tract 135, Queens County, New York",ny,140,0,ACSSF,6625,36,81,13500,1607,811,796,2.8,67132
36081013600,14000US36081013600,"Census Tract 136, Queens County, New York","Census Tract 136, Queens County, New York",ny,140,0,ACSSF,6626,36,81,13600,1981,922,1059,2.31,66645
36081013700,14000US36081013700,"Census Tract 137, Queens County, New York","Census Tract 137, Queens County, New York",ny,140,0,ACSSF,6627,36,81,13700,1609,832,777,2.31,69500
36081013800,14000US36081013800,"Census Tract 138, Queens County, New York","Census Tract 138, Queens County, New York",ny,140,0,ACSSF,6628,36,81,13800,3740,1818,1922,2.55,60753
36081014000,14000US36081014000,"Census Tract 140, Queens County, New York","Census Tract 140, Queens County, New York",ny,140,0,ACSSF,6629,36,81,14000,3926,1944,1982,2.85,66917
36081014100,14000US36081014100,"Census Tract 141, Queens County, New York","Census Tract 141, Queens County, New York",ny,140,0,ACSSF,6630,36,81,14100,1822,1042,780,2.66,61154
36081014201,14000US36081014201,"Census Tract 142.01, Queens County, New York","Census Tract 142.01, Queens County, New York",ny,140,0,ACSSF,6631,36,81,14201,4285,2194,2091,3.65,65625
36081014202,14000US36081014202,"Census Tract 142.02, Queens County, New York","Census Tract 142.02, Queens County, New York",ny,140,0,ACSSF,6632,36,81,14202,2674,1316,1358,3.98,79915
36081014300,14000US36081014300,"Census Tract 143, Queens County, New York","Census Tract 143, Queens County, New York",ny,140,0,ACSSF,6633,36,81,14300,4074,2027,2047,2.51,63487
36081014400,14000US36081014400,"Census Tract 144, Queens County, New York","Census Tract 144, Queens County, New York",ny,140,0,ACSSF,6634,36,81,14400,2082,1037,1045,3.73,49400
36081014500,14000US36081014500,"Census Tract 145, Queens County, New York","Census Tract 145, Queens County, New York",ny,140,0,ACSSF,6635,36,81,14500,2267,1203,1064,2.51,65313
36081014700,14000US36081014700,"Census Tract 147, Queens County, New York","Census Tract 147, Queens County, New York",ny,140,0,ACSSF,6636,36,81,14700,3224,1527,1697,2.36,79118
36081014800,14000US36081014800,"Census Tract 148, Queens County, New York","Census Tract 148, Queens County, New York",ny,140,0,ACSSF,6637,36,81,14800,2189,1047,1142,3.9,65000
36081014900,14000US36081014900,"Census Tract 149, Queens County, New York","Census Tract 149, Queens County, New York",ny,140,0,ACSSF,6638,36,81,14900,2233,1255,978,2.32,68152
